,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
1,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
2,,2020-03-29,1.0,1.0,,,1.0,0.0,5.0
3,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
4,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
5,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
6,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
7,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
8,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
9,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
10,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
11,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
12,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
13,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
14,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
15,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
16,Butte,2020-03-29,,,,,,,
17,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
18,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
19,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
20,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
21,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
22,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
23,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
24,Colusa,2020-03-29,,,,,,,
25,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
26,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
27,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
28,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
29,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
30,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
31,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
32,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
33,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
34,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
35,Glenn,2020-03-29,,,,,,,
36,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
37,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
38,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
39,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
40,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
41,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
42,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
43,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
44,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
45,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
46,Inyo,2020-03-29,,,,,,,
47,Napa,2020-03-29,0.0,26.0,,,,,5.0
48,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
49,Calaveras,2020-03-29,,,,,,,
50,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
51,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
52,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
53,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
54,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
55,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
56,,2020-03-30,5.0,10.0,,,3.0,3.0,9.0
57,Yolo,2020-03-30,2.0,2.0,,,1.0,2.0,0.0
58,Del Norte,2020-03-30,0.0,2.0,,,0.0,0.0,5.0
59,Glenn,2020-03-30,0.0,0.0,,,0.0,0.0,
60,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
61,Tuolumne,2020-03-30,1.0,2.0,,,0.0,0.0,3.0
62,Merced,2020-03-30,1.0,9.0,,,0.0,2.0,11.0
63,Calaveras,2020-03-30,0.0,3.0,,,0.0,1.0,5.0
64,San Benito,2020-03-30,1.0,1.0,,,1.0,0.0,1.0
65,Trinity,2020-03-30,0.0,0.0,,,0.0,0.0,
66,Sacramento,2020-03-30,45.0,86.0,,,21.0,23.0,58.0
67,Santa Cruz,2020-03-30,0.0,2.0,,,0.0,0.0,4.0
68,Fresno,2020-03-30,10.0,88.0,,,3.0,14.0,24.0
69,Tehama,2020-03-30,0.0,2.0,,,0.0,0.0,2.0
70,Contra Costa,2020-03-30,25.0,54.0,,,11.0,6.0,90.0
71,Monterey,2020-03-30,11.0,16.0,,,4.0,0.0,17.0
72,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
73,Alameda,2020-03-30,59.0,89.0,,,27.0,18.0,146.0
74,Colusa,2020-03-30,0.0,1.0,,,0.0,1.0,5.0
75,Santa Clara,2020-03-30,153.0,93.0,,,74.0,23.0,103.0
76,Stanislaus,2020-03-30,17.0,51.0,,,9.0,5.0,29.0
77,Lassen,2020-03-30,0.0,4.0,,,0.0,0.0,
78,San Bernardino,2020-03-30,67.0,179.0,,,27.0,33.0,66.0
79,San Diego,2020-03-30,146.0,446.0,,,72.0,23.0,228.0
80,Napa,2020-03-30,3.0,8.0,,,1.0,0.0,9.0
81,Yuba,2020-03-30,3.0,17.0,,,2.0,4.0,10.0
82,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
83,Ventura,2020-03-30,25.0,82.0,,,5.0,28.0,15.0
84,El Dorado,2020-03-30,0.0,9.0,,,0.0,6.0,9.0
85,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
86,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
87,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
88,San Joaquin,2020-03-30,28.0,30.0,,,8.0,4.0,53.0
89,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
90,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
91,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
92,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
93,Sutter,2020-03-30,0.0,0.0,,,0.0,0.0,
94,Amador,2020-03-30,0.0,1.0,,,0.0,0.0,4.0
95,Nevada,2020-03-30,26.0,17.0,,,2.0,5.0,3.0
96,Inyo,2020-03-30,,,,,,,
97,Modoc,2020-03-30,0.0,31.0,,,0.0,0.0,
98,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
99,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
100,San Francisco,2020-03-30,58.0,92.0,,,18.0,7.0,90.0
101,Solano,2020-03-30,15.0,16.0,,,6.0,0.0,47.0
102,Plumas,2020-03-30,0.0,1.0,,,0.0,0.0,
103,Imperial,2020-03-30,19.0,109.0,,,3.0,3.0,4.0
104,Butte,2020-03-30,4.0,12.0,,,2.0,1.0,5.0
105,Santa Barbara,2020-03-30,19.0,25.0,,,11.0,7.0,48.0
106,Sonoma,2020-03-30,7.0,22.0,,,3.0,4.0,29.0
107,Mono,2020-03-30,0.0,1.0,,,0.0,0.0,2.0
108,Humboldt,2020-03-30,1.0,8.0,,,0.0,0.0,10.0
109,San Mateo,2020-03-30,56.0,40.0,,,18.0,11.0,47.0
110,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
111,San Luis Obispo,2020-03-30,5.0,11.0,,,3.0,4.0,957.0
112,Trinity,2020-03-31,0.0,0.0,,,0.0,0.0,
113,Calaveras,2020-03-31,0.0,1.0,,,0.0,0.0,4.0
114,Kern,2020-03-31,14.0,63.0,,,6.0,6.0,46.0
115,San Luis Obispo,2020-03-31,7.0,15.0,,,3.0,6.0,955.0
116,Monterey,2020-03-31,11.0,15.0,,,4.0,2.0,17.0
117,El Dorado,2020-03-31,10.0,9.0,,,0.0,6.0,12.0
118,San Bernardino,2020-03-31,82.0,231.0,,,33.0,48.0,63.0
119,Tuolumne,2020-03-31,0.0,37.0,,,0.0,0.0,4.0
120,Solano,2020-03-31,15.0,15.0,,,6.0,5.0,42.0
121,Shasta,2020-03-31,1.0,5.0,,,1.0,0.0,4.0
122,Fresno,2020-03-31,30.0,274.0,,,4.0,19.0,23.0
123,Del Norte,2020-03-31,0.0,4.0,,,0.0,0.0,3.0
124,San Mateo,2020-03-31,60.0,23.0,,,18.0,5.0,37.0
125,Orange,2020-03-31,105.0,233.0,,,45.0,44.0,131.0
126,Glenn,2020-03-31,0.0,0.0,,,0.0,0.0,
127,Merced,2020-03-31,3.0,11.0,,,0.0,2.0,10.0
128,Stanislaus,2020-03-31,20.0,31.0,,,9.0,1.0,34.0
129,Siskiyou,2020-03-31,0.0,0.0,,,0.0,0.0,4.0
130,Nevada,2020-03-31,36.0,40.0,,,2.0,1.0,6.0
131,Tehama,2020-03-31,0.0,2.0,,,0.0,0.0,4.0
132,Plumas,2020-03-31,0.0,0.0,,,0.0,0.0,
133,San Benito,2020-03-31,1.0,0.0,,,1.0,0.0,1.0
134,Sonoma,2020-03-31,8.0,18.0,,,3.0,3.0,21.0
135,Los Angeles,2020-03-31,713.0,1239.0,,,315.0,239.0,445.0
136,Yuba,2020-03-31,2.0,21.0,,,2.0,4.0,6.0
137,Contra Costa,2020-03-31,27.0,54.0,,,11.0,10.0,68.0
138,Amador,2020-03-31,0.0,0.0,,,0.0,0.0,4.0
139,Sutter,2020-03-31,0.0,0.0,,,0.0,0.0,
140,Alameda,2020-03-31,56.0,94.0,,,27.0,17.0,77.0
141,Placer,2020-03-31,18.0,27.0,,,6.0,0.0,28.0
142,Sacramento,2020-03-31,53.0,110.0,,,20.0,31.0,66.0
143,Lake,2020-03-31,0.0,4.0,,,0.0,2.0,3.0
144,San Joaquin,2020-03-31,44.0,54.0,,,14.0,5.0,28.0
145,Santa Clara,2020-03-31,155.0,98.0,,,73.0,17.0,92.0
146,Mendocino,2020-03-31,0.0,1.0,,,0.0,0.0,7.0
147,Marin,2020-03-31,9.0,14.0,,,4.0,2.0,15.0
148,San Francisco,2020-03-31,67.0,69.0,,,30.0,14.0,77.0
149,Humboldt,2020-03-31,1.0,11.0,,,0.0,4.0,8.0
150,Butte,2020-03-31,4.0,20.0,,,2.0,3.0,2.0
151,Yolo,2020-03-31,3.0,2.0,,,2.0,2.0,1.0
152,Lassen,2020-03-31,0.0,7.0,,,0.0,0.0,
153,Madera,2020-03-31,1.0,3.0,,,1.0,0.0,5.0
154,San Diego,2020-03-31,158.0,408.0,,,75.0,39.0,208.0
155,Kings,2020-03-31,1.0,3.0,,,1.0,2.0,4.0
156,Ventura,2020-03-31,21.0,90.0,,,5.0,24.0,12.0
