,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
1,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
2,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
3,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
4,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
5,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
6,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
7,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
8,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
9,Colusa,2020-03-29,,,,,,,
10,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
11,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
12,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
13,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
14,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
15,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
16,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
17,Calaveras,2020-03-29,,,,,,,
18,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
19,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
20,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
21,Napa,2020-03-29,0.0,26.0,,,,,5.0
22,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
23,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
24,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
25,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
26,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
27,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
28,Inyo,2020-03-29,,,,,,,
29,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
30,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
31,Glenn,2020-03-29,,,,,,,
32,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
33,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
34,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
35,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
36,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
37,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
38,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
39,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
40,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
41,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
42,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
43,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
44,Butte,2020-03-29,,,,,,,
45,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
46,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
47,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
48,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
49,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
50,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
51,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
52,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
53,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
54,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
55,Ventura,2020-03-30,25.0,82.0,,,5.0,28.0,15.0
56,Santa Barbara,2020-03-30,19.0,25.0,,,11.0,7.0,48.0
57,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
58,Mono,2020-03-30,0.0,1.0,,,0.0,0.0,2.0
59,Merced,2020-03-30,1.0,9.0,,,0.0,2.0,11.0
60,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
61,Tehama,2020-03-30,0.0,2.0,,,0.0,0.0,2.0
62,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
63,Modoc,2020-03-30,0.0,31.0,,,0.0,0.0,
64,Nevada,2020-03-30,26.0,17.0,,,2.0,5.0,3.0
65,Del Norte,2020-03-30,0.0,2.0,,,0.0,0.0,5.0
66,Sutter,2020-03-30,0.0,0.0,,,0.0,0.0,
67,Glenn,2020-03-30,0.0,0.0,,,0.0,0.0,
68,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
69,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
70,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
71,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
72,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
73,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
74,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
75,Yuba,2020-03-30,3.0,17.0,,,2.0,4.0,10.0
76,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
77,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
78,Napa,2020-03-30,3.0,8.0,,,1.0,0.0,9.0
79,San Bernardino,2020-03-30,67.0,179.0,,,27.0,33.0,66.0
80,Imperial,2020-03-30,19.0,109.0,,,3.0,3.0,4.0
81,San Francisco,2020-03-30,58.0,92.0,,,18.0,7.0,90.0
82,Trinity,2020-03-30,0.0,0.0,,,0.0,0.0,
83,Alameda,2020-03-30,59.0,89.0,,,27.0,18.0,146.0
84,Santa Clara,2020-03-30,153.0,93.0,,,74.0,23.0,103.0
85,Yolo,2020-03-30,2.0,2.0,,,1.0,2.0,0.0
86,Calaveras,2020-03-30,0.0,3.0,,,0.0,1.0,5.0
87,San Benito,2020-03-30,1.0,1.0,,,1.0,0.0,1.0
