,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
1,Glenn,2020-03-29,,,,,,,
2,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
3,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
4,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
5,Colusa,2020-03-29,,,,,,,
6,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
7,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
8,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
9,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
10,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
11,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
12,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
13,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
14,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
15,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
16,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
17,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
18,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
19,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
20,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
21,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
22,,2020-03-29,1.0,1.0,,,1.0,0.0,5.0
23,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
24,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
25,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
26,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
27,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
28,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
29,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
30,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
31,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
32,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
33,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
34,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
35,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
36,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
37,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
38,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
39,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
40,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
41,Napa,2020-03-29,0.0,26.0,,,,,5.0
42,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
43,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
44,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
45,Butte,2020-03-29,,,,,,,
46,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
47,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
48,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
49,Calaveras,2020-03-29,,,,,,,
50,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
51,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
52,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
53,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
54,Inyo,2020-03-29,,,,,,,
55,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
56,Imperial,2020-03-30,19.0,109.0,,,3.0,3.0,4.0
57,Tehama,2020-03-30,0.0,2.0,,,0.0,0.0,2.0
58,Modoc,2020-03-30,0.0,31.0,,,0.0,0.0,
59,Yolo,2020-03-30,2.0,2.0,,,1.0,2.0,0.0
60,Mono,2020-03-30,0.0,1.0,,,0.0,0.0,2.0
61,,2020-03-30,5.0,10.0,,,3.0,3.0,9.0
62,Tuolumne,2020-03-30,1.0,2.0,,,0.0,0.0,3.0
63,Humboldt,2020-03-30,1.0,8.0,,,0.0,0.0,10.0
64,Santa Barbara,2020-03-30,19.0,25.0,,,11.0,7.0,48.0
65,Butte,2020-03-30,4.0,12.0,,,2.0,1.0,5.0
66,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
67,San Francisco,2020-03-30,58.0,92.0,,,18.0,7.0,90.0
68,El Dorado,2020-03-30,0.0,9.0,,,0.0,6.0,9.0
69,Plumas,2020-03-30,0.0,1.0,,,0.0,0.0,
70,Solano,2020-03-30,15.0,16.0,,,6.0,0.0,47.0
71,San Luis Obispo,2020-03-30,5.0,11.0,,,3.0,4.0,957.0
72,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
73,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
74,Del Norte,2020-03-30,0.0,2.0,,,0.0,0.0,5.0
75,Glenn,2020-03-30,0.0,0.0,,,0.0,0.0,
76,Contra Costa,2020-03-30,25.0,54.0,,,11.0,6.0,90.0
77,Santa Clara,2020-03-30,153.0,93.0,,,74.0,23.0,103.0
78,Napa,2020-03-30,3.0,8.0,,,1.0,0.0,9.0
79,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
80,San Diego,2020-03-30,146.0,446.0,,,72.0,23.0,228.0
81,Ventura,2020-03-30,25.0,82.0,,,5.0,28.0,15.0
82,Fresno,2020-03-30,10.0,88.0,,,3.0,14.0,24.0
83,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
84,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
85,Inyo,2020-03-30,,,,,,,
86,San Bernardino,2020-03-30,67.0,179.0,,,27.0,33.0,66.0
87,Stanislaus,2020-03-30,17.0,51.0,,,9.0,5.0,29.0
88,Colusa,2020-03-30,0.0,1.0,,,0.0,1.0,5.0
89,Monterey,2020-03-30,11.0,16.0,,,4.0,0.0,17.0
90,Santa Cruz,2020-03-30,0.0,2.0,,,0.0,0.0,4.0
91,San Benito,2020-03-30,1.0,1.0,,,1.0,0.0,1.0
92,Calaveras,2020-03-30,0.0,3.0,,,0.0,1.0,5.0
93,Merced,2020-03-30,1.0,9.0,,,0.0,2.0,11.0
94,Nevada,2020-03-30,26.0,17.0,,,2.0,5.0,3.0
95,Trinity,2020-03-30,0.0,0.0,,,0.0,0.0,
96,Sonoma,2020-03-30,7.0,22.0,,,3.0,4.0,29.0
97,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
98,Amador,2020-03-30,0.0,1.0,,,0.0,0.0,4.0
99,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
100,San Mateo,2020-03-30,56.0,40.0,,,18.0,11.0,47.0
101,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
102,San Joaquin,2020-03-30,28.0,30.0,,,8.0,4.0,53.0
103,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
104,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
105,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
106,Sacramento,2020-03-30,45.0,86.0,,,21.0,23.0,58.0
107,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
108,Alameda,2020-03-30,59.0,89.0,,,27.0,18.0,146.0
109,Sutter,2020-03-30,0.0,0.0,,,0.0,0.0,
110,Yuba,2020-03-30,3.0,17.0,,,2.0,4.0,10.0
111,Lassen,2020-03-30,0.0,4.0,,,0.0,0.0,
112,Solano,2020-03-31,15.0,15.0,,,6.0,5.0,42.0
113,San Bernardino,2020-03-31,82.0,231.0,,,33.0,48.0,63.0
114,Tulare,2020-03-31,6.0,14.0,,,4.0,5.0,9.0
115,Kings,2020-03-31,1.0,3.0,,,1.0,2.0,4.0
116,Lake,2020-03-31,0.0,4.0,,,0.0,2.0,3.0
117,Santa Clara,2020-03-31,155.0,98.0,,,73.0,17.0,92.0
118,Los Angeles,2020-03-31,713.0,1239.0,,,315.0,239.0,445.0
119,El Dorado,2020-03-31,10.0,9.0,,,0.0,6.0,12.0
120,Plumas,2020-03-31,0.0,0.0,,,0.0,0.0,
121,Nevada,2020-03-31,36.0,40.0,,,2.0,1.0,6.0
122,Shasta,2020-03-31,1.0,5.0,,,1.0,0.0,4.0
123,Fresno,2020-03-31,30.0,274.0,,,4.0,19.0,23.0
124,Orange,2020-03-31,105.0,233.0,,,45.0,44.0,131.0
125,Ventura,2020-03-31,21.0,90.0,,,5.0,24.0,12.0
126,Calaveras,2020-03-31,0.0,1.0,,,0.0,0.0,4.0
127,Inyo,2020-03-31,,83.0,,,0.0,0.0,6.0
128,Santa Barbara,2020-03-31,19.0,29.0,,,14.0,7.0,48.0
129,Colusa,2020-03-31,0.0,1.0,,,0.0,1.0,5.0
130,Napa,2020-03-31,1.0,5.0,,,1.0,1.0,12.0
131,Tuolumne,2020-03-31,0.0,37.0,,,0.0,0.0,4.0
132,San Luis Obispo,2020-03-31,7.0,15.0,,,3.0,6.0,955.0
133,Yuba,2020-03-31,2.0,21.0,,,2.0,4.0,6.0
134,Sacramento,2020-03-31,53.0,110.0,,,20.0,31.0,66.0
135,San Mateo,2020-03-31,60.0,23.0,,,18.0,5.0,37.0
136,Contra Costa,2020-03-31,27.0,54.0,,,11.0,10.0,68.0
137,San Benito,2020-03-31,1.0,0.0,,,1.0,0.0,1.0
138,Stanislaus,2020-03-31,20.0,31.0,,,9.0,1.0,34.0
139,Mendocino,2020-03-31,0.0,1.0,,,0.0,0.0,7.0
140,San Joaquin,2020-03-31,44.0,54.0,,,14.0,5.0,28.0
141,Butte,2020-03-31,4.0,20.0,,,2.0,3.0,2.0
142,Yolo,2020-03-31,3.0,2.0,,,2.0,2.0,1.0
143,Riverside,2020-03-31,80.0,155.0,,,28.0,59.0,75.0
144,Santa Cruz,2020-03-31,1.0,10.0,,,1.0,2.0,7.0
145,Imperial,2020-03-31,12.0,100.0,,,3.0,4.0,4.0
146,San Diego,2020-03-31,158.0,408.0,,,75.0,39.0,208.0
147,Mono,2020-03-31,0.0,1.0,,,0.0,0.0,2.0
148,San Francisco,2020-03-31,67.0,69.0,,,30.0,14.0,77.0
