,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
1,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
2,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
3,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
4,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
5,Calaveras,2020-03-29,,,,,,,
6,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
7,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
8,Inyo,2020-03-29,,,,,,,
9,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
10,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
11,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
12,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
13,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
14,Butte,2020-03-29,,,,,,,
15,,2020-03-29,1.0,1.0,,,1.0,0.0,5.0
16,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
17,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
18,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
19,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
20,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
21,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
22,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
23,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
24,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
25,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
26,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
27,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
28,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
29,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
30,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
31,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
