,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
1,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
2,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
3,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
4,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
5,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
6,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
7,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
8,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
9,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
10,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
11,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
12,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
13,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
14,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
15,Inyo,2020-03-29,,,,,,,
16,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
17,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
18,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
19,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
20,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
21,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
22,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
23,Glenn,2020-03-29,,,,,,,
24,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
25,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
26,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
27,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
28,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
29,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
30,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
31,Colusa,2020-03-29,,,,,,,
32,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
33,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
34,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
35,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
36,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
37,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
38,Butte,2020-03-29,,,,,,,
39,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
40,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
41,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
42,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
43,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
44,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
45,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
46,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
47,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
48,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
49,Calaveras,2020-03-29,,,,,,,
50,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
51,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
52,Napa,2020-03-29,0.0,26.0,,,,,5.0
53,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
54,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
55,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
56,Humboldt,2020-03-30,1.0,8.0,,,0.0,0.0,10.0
57,Sacramento,2020-03-30,45.0,86.0,,,21.0,23.0,58.0
58,Calaveras,2020-03-30,0.0,3.0,,,0.0,1.0,5.0
59,Merced,2020-03-30,1.0,9.0,,,0.0,2.0,11.0
60,Del Norte,2020-03-30,0.0,2.0,,,0.0,0.0,5.0
61,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
62,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
63,San Joaquin,2020-03-30,28.0,30.0,,,8.0,4.0,53.0
64,Tuolumne,2020-03-30,1.0,2.0,,,0.0,0.0,3.0
65,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
66,El Dorado,2020-03-30,0.0,9.0,,,0.0,6.0,9.0
67,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
68,Solano,2020-03-30,15.0,16.0,,,6.0,0.0,47.0
69,Plumas,2020-03-30,0.0,1.0,,,0.0,0.0,
70,Imperial,2020-03-30,19.0,109.0,,,3.0,3.0,4.0
71,Butte,2020-03-30,4.0,12.0,,,2.0,1.0,5.0
72,Santa Barbara,2020-03-30,19.0,25.0,,,11.0,7.0,48.0
73,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
74,San Benito,2020-03-30,1.0,1.0,,,1.0,0.0,1.0
75,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
76,Fresno,2020-03-30,10.0,88.0,,,3.0,14.0,24.0
77,Ventura,2020-03-30,25.0,82.0,,,5.0,28.0,15.0
78,Napa,2020-03-30,3.0,8.0,,,1.0,0.0,9.0
79,San Diego,2020-03-30,146.0,446.0,,,72.0,23.0,228.0
80,Santa Clara,2020-03-30,153.0,93.0,,,74.0,23.0,103.0
81,Monterey,2020-03-30,11.0,16.0,,,4.0,0.0,17.0
82,Santa Cruz,2020-03-30,0.0,2.0,,,0.0,0.0,4.0
83,Glenn,2020-03-30,0.0,0.0,,,0.0,0.0,
84,Contra Costa,2020-03-30,25.0,54.0,,,11.0,6.0,90.0
85,Tehama,2020-03-30,0.0,2.0,,,0.0,0.0,2.0
86,Yolo,2020-03-30,2.0,2.0,,,1.0,2.0,0.0
87,Yuba,2020-03-30,3.0,17.0,,,2.0,4.0,10.0
88,San Luis Obispo,2020-03-30,5.0,11.0,,,3.0,4.0,957.0
89,Alameda,2020-03-30,59.0,89.0,,,27.0,18.0,146.0
90,San Bernardino,2020-03-30,67.0,179.0,,,27.0,33.0,66.0
91,Lassen,2020-03-30,0.0,4.0,,,0.0,0.0,
92,Stanislaus,2020-03-30,17.0,51.0,,,9.0,5.0,29.0
93,Colusa,2020-03-30,0.0,1.0,,,0.0,1.0,5.0
94,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
95,Modoc,2020-03-30,0.0,31.0,,,0.0,0.0,
96,Inyo,2020-03-30,,,,,,,
97,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
98,Nevada,2020-03-30,26.0,17.0,,,2.0,5.0,3.0
99,Amador,2020-03-30,0.0,1.0,,,0.0,0.0,4.0
100,Sutter,2020-03-30,0.0,0.0,,,0.0,0.0,
101,San Mateo,2020-03-30,56.0,40.0,,,18.0,11.0,47.0
102,Trinity,2020-03-30,0.0,0.0,,,0.0,0.0,
103,Mono,2020-03-30,0.0,1.0,,,0.0,0.0,2.0
104,San Francisco,2020-03-30,58.0,92.0,,,18.0,7.0,90.0
105,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
106,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
107,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
108,Sonoma,2020-03-30,7.0,22.0,,,3.0,4.0,29.0
109,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
110,Yolo,2020-03-31,3.0,2.0,,,2.0,2.0,1.0
111,Solano,2020-03-31,15.0,15.0,,,6.0,5.0,42.0
112,San Joaquin,2020-03-31,44.0,54.0,,,14.0,5.0,28.0
113,Ventura,2020-03-31,21.0,90.0,,,5.0,24.0,12.0
