,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Colusa,2020-03-29,,,,,,,
1,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
2,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
3,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
4,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
5,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
6,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
7,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
8,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
9,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
10,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
11,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
12,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
13,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
14,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
15,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
16,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
17,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
18,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
19,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
20,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
21,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
22,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
23,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
24,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
25,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
26,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
27,Glenn,2020-03-29,,,,,,,
28,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
29,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
30,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
31,Calaveras,2020-03-29,,,,,,,
32,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
33,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
34,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
35,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
36,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
37,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
38,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
39,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
40,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
41,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
42,Inyo,2020-03-29,,,,,,,
43,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
44,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
45,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
46,Napa,2020-03-29,0.0,26.0,,,,,5.0
47,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
48,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
49,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
50,Butte,2020-03-29,,,,,,,
51,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
52,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
53,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
54,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
55,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
56,San Joaquin,2020-03-30,28.0,30.0,,,8.0,4.0,53.0
57,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
58,San Francisco,2020-03-30,58.0,92.0,,,18.0,7.0,90.0
59,Humboldt,2020-03-30,1.0,8.0,,,0.0,0.0,10.0
60,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
61,Tuolumne,2020-03-30,1.0,2.0,,,0.0,0.0,3.0
62,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
63,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
64,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
65,Solano,2020-03-30,15.0,16.0,,,6.0,0.0,47.0
66,Nevada,2020-03-30,26.0,17.0,,,2.0,5.0,3.0
67,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
68,Sonoma,2020-03-30,7.0,22.0,,,3.0,4.0,29.0
69,Santa Barbara,2020-03-30,19.0,25.0,,,11.0,7.0,48.0
70,Plumas,2020-03-30,0.0,1.0,,,0.0,0.0,
71,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
72,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
73,Imperial,2020-03-30,19.0,109.0,,,3.0,3.0,4.0
74,Butte,2020-03-30,4.0,12.0,,,2.0,1.0,5.0
75,San Mateo,2020-03-30,56.0,40.0,,,18.0,11.0,47.0
76,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
77,Colusa,2020-03-30,0.0,1.0,,,0.0,1.0,5.0
78,San Benito,2020-03-30,1.0,1.0,,,1.0,0.0,1.0
79,Tehama,2020-03-30,0.0,2.0,,,0.0,0.0,2.0
80,Yolo,2020-03-30,2.0,2.0,,,1.0,2.0,0.0
81,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
82,Sacramento,2020-03-30,45.0,86.0,,,21.0,23.0,58.0
83,Calaveras,2020-03-30,0.0,3.0,,,0.0,1.0,5.0
84,Merced,2020-03-30,1.0,9.0,,,0.0,2.0,11.0
85,Del Norte,2020-03-30,0.0,2.0,,,0.0,0.0,5.0
86,Glenn,2020-03-30,0.0,0.0,,,0.0,0.0,
87,Stanislaus,2020-03-30,17.0,51.0,,,9.0,5.0,29.0
88,Lassen,2020-03-30,0.0,4.0,,,0.0,0.0,
89,San Bernardino,2020-03-30,67.0,179.0,,,27.0,33.0,66.0
90,Alameda,2020-03-30,59.0,89.0,,,27.0,18.0,146.0
91,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
92,Yuba,2020-03-30,3.0,17.0,,,2.0,4.0,10.0
93,Contra Costa,2020-03-30,25.0,54.0,,,11.0,6.0,90.0
94,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
95,Santa Cruz,2020-03-30,0.0,2.0,,,0.0,0.0,4.0
96,Santa Clara,2020-03-30,153.0,93.0,,,74.0,23.0,103.0
97,San Diego,2020-03-30,146.0,446.0,,,72.0,23.0,228.0
98,Napa,2020-03-30,3.0,8.0,,,1.0,0.0,9.0
99,Ventura,2020-03-30,25.0,82.0,,,5.0,28.0,15.0
100,Fresno,2020-03-30,10.0,88.0,,,3.0,14.0,24.0
