,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
1,Butte,2020-03-29,,,,,,,
2,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
3,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
4,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
5,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
6,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
7,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
8,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
9,Calaveras,2020-03-29,,,,,,,
10,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
11,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
12,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
13,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
14,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
15,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
16,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
17,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
18,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
19,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
20,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
21,Inyo,2020-03-29,,,,,,,
22,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
23,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
24,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
25,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
26,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
27,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
28,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
29,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
30,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
31,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
32,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
33,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
34,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
35,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
36,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
