,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
1,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
2,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
3,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
4,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
5,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
6,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
7,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
8,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
9,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
10,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
11,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
12,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
13,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
14,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
15,Colusa,2020-03-29,,,,,,,
16,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
17,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
18,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
19,Napa,2020-03-29,0.0,26.0,,,,,5.0
20,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
21,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
22,Inyo,2020-03-29,,,,,,,
23,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
24,Calaveras,2020-03-29,,,,,,,
25,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
26,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
27,Butte,2020-03-29,,,,,,,
28,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
29,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
30,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
31,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
32,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
33,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
34,Glenn,2020-03-29,,,,,,,
35,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
36,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
37,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
38,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
