,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
1,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
2,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
3,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
4,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
5,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
6,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
7,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
8,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
9,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
10,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
11,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
12,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
13,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
14,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
15,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
16,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
17,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
18,Napa,2020-03-29,0.0,26.0,,,,,5.0
19,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
20,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
21,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
22,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
23,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
24,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
25,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
26,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
27,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
28,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
29,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
30,Colusa,2020-03-29,,,,,,,
31,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
32,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
33,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
34,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
35,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
36,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
37,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
38,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
39,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
40,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
41,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
42,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
43,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
44,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
45,Glenn,2020-03-29,,,,,,,
46,Calaveras,2020-03-29,,,,,,,
47,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
48,Butte,2020-03-29,,,,,,,
49,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
50,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
51,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
52,Inyo,2020-03-29,,,,,,,
53,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
54,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
55,Alameda,2020-03-30,59.0,89.0,,,27.0,18.0,146.0
56,Calaveras,2020-03-30,0.0,3.0,,,0.0,1.0,5.0
57,Tehama,2020-03-30,0.0,2.0,,,0.0,0.0,2.0
58,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
59,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
60,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
61,Glenn,2020-03-30,0.0,0.0,,,0.0,0.0,
62,El Dorado,2020-03-30,0.0,9.0,,,0.0,6.0,9.0
63,Mono,2020-03-30,0.0,1.0,,,0.0,0.0,2.0
64,Modoc,2020-03-30,0.0,31.0,,,0.0,0.0,
65,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
66,Santa Cruz,2020-03-30,0.0,2.0,,,0.0,0.0,4.0
67,Del Norte,2020-03-30,0.0,2.0,,,0.0,0.0,5.0
68,Fresno,2020-03-30,10.0,88.0,,,3.0,14.0,24.0
69,San Luis Obispo,2020-03-30,5.0,11.0,,,3.0,4.0,957.0
70,San Diego,2020-03-30,146.0,446.0,,,72.0,23.0,228.0
71,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
72,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
73,Yuba,2020-03-30,3.0,17.0,,,2.0,4.0,10.0
74,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
75,Ventura,2020-03-30,25.0,82.0,,,5.0,28.0,15.0
76,Napa,2020-03-30,3.0,8.0,,,1.0,0.0,9.0
77,Amador,2020-03-30,0.0,1.0,,,0.0,0.0,4.0
78,Sutter,2020-03-30,0.0,0.0,,,0.0,0.0,
79,Trinity,2020-03-30,0.0,0.0,,,0.0,0.0,
80,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
