,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,2/29/2020,1,14,0
1,3/1/2020,1,4,0
2,3/2/2020,0,22,0
3,3/3/2020,2,20,0
4,3/4/2020,5,22,0
5,3/5/2020,3,21,0
6,3/6/2020,7,22,0
7,3/7/2020,7,15,0
8,3/8/2020,21,17,0
9,3/9/2020,57,51,0
10,3/10/2020,70,66,0
11,3/11/2020,154,86,1
12,3/12/2020,356,93,1
13,3/13/2020,620,148,0
14,3/14/2020,643,161,2
15,3/15/2020,1033,192,6
16,3/16/2020,2123,307,9
17,3/17/2020,2454,354,8
18,3/18/2020,2977,468,20
19,3/19/2020,3706,553,24
20,3/20/2020,4010,665,46
21,3/21/2020,2635,691,44
22,3/22/2020,2575,725,49
23,3/23/2020,3558,1045,82
24,3/24/2020,4495,1160,96
25,3/25/2020,4832,1293,121
26,3/26/2020,5024,1429,189
27,3/27/2020,5093,1385,214
28,3/28/2020,3455,1337,263
29,3/29/2020,3523,1390,289
30,3/30/2020,6102,1696,322
31,3/31/2020,5428,1631,372
32,4/1/2020,5432,1541,428
33,4/2/2020,5752,1603,487
34,4/3/2020,5646,1599,480
35,4/4/2020,3848,1336,487
36,4/5/2020,3768,1329,560
37,4/6/2020,6353,1684,563
38,4/7/2020,6049,1558,587
39,4/8/2020,5553,1508,544
40,4/9/2020,5029,1387,530
41,4/10/2020,4430,1303,514
42,4/11/2020,3705,1064,521
43,4/12/2020,2866,959,550
44,4/13/2020,3287,1201,549
45,4/14/2020,4120,1053,496
46,4/15/2020,3868,978,435
47,4/16/2020,3518,863,398
48,4/17/2020,3568,898,359
49,4/18/2020,2160,657,361
50,4/19/2020,2347,594,370
51,4/20/2020,3768,717,340
52,4/21/2020,3060,659,302
53,4/22/2020,3459,604,294
54,4/23/2020,2832,519,304
55,4/24/2020,2462,567,296
56,4/25/2020,1589,405,237
57,4/26/2020,1008,370,225
58,4/27/2020,2304,454,248
59,4/28/2020,2713,447,209
60,4/29/2020,2333,408,215
61,4/30/2020,2003,329,198
62,5/1/2020,1865,357,191
63,5/2/2020,1048,274,177
64,5/3/2020,777,243,160
65,5/4/2020,1544,282,138
66,5/5/2020,1509,257,126
67,5/6/2020,1399,247,125
68,5/7/2020,1240,222,111
69,5/8/2020,1085,223,107
70,5/9/2020,668,154,86
71,5/10/2020,460,130,74
72,5/11/2020,1217,210,86
73,5/12/2020,1268,113,70
74,5/13/2020,1267,93,45
75,5/14/2020,803,51,27
76,5/15/2020,428,11,16
77,5/16/2020,26,0,2
