,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,3/3/20,2,7.0,
1,3/4/20,5,9.0,
2,3/5/20,3,14.0,
3,3/6/20,7,11.0,
4,3/7/20,7,10.0,
5,3/8/20,21,14.0,
6,3/9/20,57,36.0,
7,3/10/20,70,46.0,
8,3/11/20,153,70.0,1.0
9,3/12/20,355,74.0,1.0
10,3/13/20,618,135.0,
11,3/14/20,642,151.0,2.0
12,3/15/20,1026,187.0,6.0
13,3/16/20,2114,299.0,9.0
14,3/17/20,2443,339.0,7.0
15,3/18/20,2945,440.0,21.0
16,3/19/20,3671,533.0,24.0
17,3/20/20,3979,620.0,45.0
18,3/21/20,2598,665.0,41.0
19,3/22/20,2544,695.0,48.0
20,3/23/20,3496,1029.0,83.0
21,3/24/20,4380,1136.0,93.0
22,3/25/20,4721,1260.0,120.0
23,3/26/20,4916,1389.0,185.0
24,3/27/20,4982,1351.0,209.0
25,3/28/20,3379,1277.0,264.0
26,3/29/20,3429,1369.0,280.0
27,3/30/20,5993,1652.0,310.0
28,3/31/20,5155,1504.0,366.0
29,4/1/20,5015,1464.0,414.0
30,4/2/20,5635,1632.0,452.0
31,4/3/20,5500,1628.0,462.0
32,4/4/20,3744,1392.0,471.0
33,4/5/20,3606,1384.0,529.0
34,4/6/20,6203,1734.0,544.0
35,4/7/20,5905,1566.0,564.0
36,4/8/20,5391,1476.0,510.0
37,4/9/20,4855,1241.0,514.0
38,4/10/20,4219,1178.0,485.0
39,4/11/20,3553,944.0,487.0
40,4/12/20,2702,903.0,506.0
41,4/13/20,3204,1057.0,500.0
42,4/14/20,4046,926.0,463.0
43,4/15/20,3782,814.0,408.0
44,4/16/20,3430,647.0,364.0
45,4/17/20,3480,696.0,324.0
46,4/18/20,2072,501.0,322.0
47,4/19/20,2277,464.0,310.0
48,4/20/20,3685,519.0,298.0
49,4/21/20,2970,513.0,254.0
50,4/22/20,3371,417.0,249.0
51,4/23/20,2656,330.0,250.0
52,4/24/20,2240,299.0,218.0
53,4/25/20,1205,204.0,165.0
54,4/26/20,887,190.0,146.0
55,4/27/20,1950,128.0,104.0
56,4/28/20,905,19.0,58.0
57,4/29/20,12,,3.0
