,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,3/3/20,2,7.0,
1,3/4/20,5,8.0,
2,3/5/20,3,13.0,
3,3/6/20,7,12.0,
4,3/7/20,7,10.0,
5,3/8/20,21,14.0,
6,3/9/20,57,36.0,
7,3/10/20,70,46.0,
8,3/11/20,153,70.0,1.0
9,3/12/20,355,73.0,1.0
10,3/13/20,618,135.0,
11,3/14/20,642,152.0,2.0
12,3/15/20,1028,187.0,6.0
13,3/16/20,2115,299.0,9.0
14,3/17/20,2446,339.0,7.0
15,3/18/20,2949,439.0,21.0
16,3/19/20,3677,533.0,24.0
17,3/20/20,3983,621.0,45.0
18,3/21/20,2600,664.0,41.0
19,3/22/20,2545,691.0,48.0
20,3/23/20,3502,1023.0,83.0
21,3/24/20,4388,1135.0,94.0
22,3/25/20,4733,1253.0,121.0
23,3/26/20,4924,1387.0,185.0
24,3/27/20,4989,1343.0,209.0
25,3/28/20,3385,1271.0,265.0
26,3/29/20,3438,1351.0,282.0
27,3/30/20,6011,1636.0,314.0
28,3/31/20,5165,1476.0,369.0
29,4/1/20,5020,1452.0,419.0
30,4/2/20,5641,1605.0,456.0
31,4/3/20,5515,1591.0,464.0
32,4/4/20,3748,1345.0,476.0
33,4/5/20,3611,1341.0,531.0
34,4/6/20,6209,1682.0,547.0
35,4/7/20,5921,1513.0,573.0
36,4/8/20,5403,1419.0,517.0
37,4/9/20,4868,1290.0,521.0
38,4/10/20,4234,1218.0,498.0
39,4/11/20,3560,994.0,499.0
40,4/12/20,2710,926.0,527.0
41,4/13/20,3206,1097.0,523.0
42,4/14/20,4055,967.0,480.0
43,4/15/20,3793,852.0,422.0
44,4/16/20,3445,691.0,380.0
45,4/17/20,3491,719.0,344.0
46,4/18/20,2078,520.0,346.0
47,4/19/20,2283,473.0,342.0
48,4/20/20,3704,537.0,317.0
49,4/21/20,2994,525.0,273.0
50,4/22/20,3412,433.0,279.0
51,4/23/20,2777,367.0,276.0
52,4/24/20,2385,356.0,254.0
53,4/25/20,1513,273.0,202.0
54,4/26/20,978,246.0,197.0
55,4/27/20,2211,314.0,197.0
56,4/28/20,2577,282.0,158.0
57,4/29/20,2195,208.0,144.0
58,4/30/20,1818,146.0,116.0
59,5/1/20,1438,169.0,93.0
60,5/2/20,775,78.0,75.0
61,5/3/20,324,18.0,27.0
62,5/4/20,7,,
