,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,2/29/20,1,14,0
1,3/1/20,1,4,0
2,3/2/20,0,22,0
3,3/3/20,2,20,0
4,3/4/20,5,22,0
5,3/5/20,3,21,0
6,3/6/20,7,22,0
7,3/7/20,7,15,0
8,3/8/20,21,18,0
9,3/9/20,57,51,0
10,3/10/20,70,64,0
11,3/11/20,154,86,1
12,3/12/20,356,93,1
13,3/13/20,621,148,0
14,3/14/20,643,160,2
15,3/15/20,1032,191,6
16,3/16/20,2122,307,9
17,3/17/20,2453,354,8
18,3/18/20,2976,468,20
19,3/19/20,3706,553,24
20,3/20/20,4010,665,46
21,3/21/20,2634,693,44
22,3/22/20,2575,727,49
23,3/23/20,3554,1043,82
24,3/24/20,4488,1159,95
25,3/25/20,4831,1292,121
26,3/26/20,5021,1430,189
27,3/27/20,5088,1384,214
28,3/28/20,3452,1337,262
29,3/29/20,3521,1391,289
30,3/30/20,6098,1688,321
31,3/31/20,5258,1530,372
32,4/1/20,5149,1456,421
33,4/2/20,5750,1603,472
34,4/3/20,5642,1597,469
35,4/4/20,3848,1334,482
36,4/5/20,3763,1328,550
37,4/6/20,6347,1679,547
38,4/7/20,6041,1556,577
39,4/8/20,5550,1510,531
40,4/9/20,5028,1386,522
41,4/10/20,4412,1299,506
42,4/11/20,3704,1062,516
43,4/12/20,2867,960,542
44,4/13/20,3285,1200,538
45,4/14/20,4119,1053,490
46,4/15/20,3866,978,432
47,4/16/20,3525,863,389
48,4/17/20,3553,885,356
49,4/18/20,2117,641,358
50,4/19/20,2351,596,364
51,4/20/20,3769,719,333
52,4/21/20,3058,665,294
53,4/22/20,3458,605,290
54,4/23/20,2834,522,300
55,4/24/20,2465,568,292
56,4/25/20,1589,406,232
57,4/26/20,1010,370,224
58,4/27/20,2303,456,240
59,4/28/20,2713,449,204
60,4/29/20,2336,414,206
61,4/30/20,2002,330,188
62,5/1/20,1865,361,173
63,5/2/20,1047,274,167
64,5/3/20,776,240,150
65,5/4/20,1545,285,123
66,5/5/20,1507,253,107
67,5/6/20,1384,246,110
68,5/7/20,1215,220,92
69,5/8/20,1058,218,85
70,5/9/20,637,151,71
71,5/10/20,444,122,47
72,5/11/20,1007,183,47
73,5/12/20,571,29,17
74,5/13/20,12,0,0
