,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,3/3/20,2,7.0,
1,3/4/20,5,8.0,
2,3/5/20,3,13.0,
3,3/6/20,7,12.0,
4,3/7/20,7,10.0,
5,3/8/20,21,14.0,
6,3/9/20,57,36.0,
7,3/10/20,70,46.0,
8,3/11/20,153,70.0,1.0
9,3/12/20,355,73.0,1.0
10,3/13/20,618,135.0,
11,3/14/20,642,152.0,2.0
12,3/15/20,1028,187.0,6.0
13,3/16/20,2115,299.0,9.0
14,3/17/20,2446,339.0,7.0
15,3/18/20,2948,439.0,21.0
16,3/19/20,3677,533.0,24.0
17,3/20/20,3982,621.0,45.0
18,3/21/20,2600,664.0,41.0
19,3/22/20,2545,691.0,48.0
20,3/23/20,3495,1022.0,83.0
21,3/24/20,4387,1136.0,93.0
22,3/25/20,4732,1252.0,121.0
23,3/26/20,4921,1386.0,185.0
24,3/27/20,4987,1342.0,209.0
25,3/28/20,3385,1272.0,265.0
26,3/29/20,3435,1349.0,282.0
27,3/30/20,6004,1636.0,313.0
28,3/31/20,5165,1478.0,369.0
29,4/1/20,5019,1450.0,418.0
30,4/2/20,5636,1600.0,455.0
31,4/3/20,5512,1590.0,462.0
32,4/4/20,3746,1347.0,473.0
33,4/5/20,3609,1337.0,531.0
34,4/6/20,6206,1682.0,546.0
35,4/7/20,5919,1511.0,571.0
36,4/8/20,5397,1415.0,514.0
37,4/9/20,4863,1289.0,519.0
38,4/10/20,4229,1215.0,497.0
39,4/11/20,3557,994.0,495.0
40,4/12/20,2706,926.0,522.0
41,4/13/20,3209,1098.0,515.0
42,4/14/20,4052,965.0,470.0
43,4/15/20,3790,852.0,416.0
44,4/16/20,3440,688.0,376.0
45,4/17/20,3489,718.0,342.0
46,4/18/20,2078,519.0,339.0
47,4/19/20,2281,472.0,333.0
48,4/20/20,3699,533.0,311.0
49,4/21/20,2982,522.0,269.0
50,4/22/20,3402,433.0,272.0
51,4/23/20,2757,365.0,270.0
52,4/24/20,2377,346.0,241.0
53,4/25/20,1508,269.0,195.0
54,4/26/20,973,240.0,190.0
55,4/27/20,2188,315.0,176.0
56,4/28/20,2474,279.0,136.0
57,4/29/20,1987,185.0,105.0
58,4/30/20,1430,70.0,68.0
59,5/1/20,523,14.0,29.0
60,5/2/20,10,,3.0
