,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,2/29/20,1,6,0
1,3/1/20,1,1,0
2,3/2/20,0,10,0
3,3/3/20,2,7,0
4,3/4/20,5,8,0
5,3/5/20,3,13,0
6,3/6/20,7,13,0
7,3/7/20,7,10,0
8,3/8/20,21,14,0
9,3/9/20,57,36,0
10,3/10/20,70,46,0
11,3/11/20,153,70,1
12,3/12/20,355,73,1
13,3/13/20,618,135,0
14,3/14/20,642,152,2
15,3/15/20,1028,187,6
16,3/16/20,2116,300,9
17,3/17/20,2447,338,7
18,3/18/20,2951,440,21
19,3/19/20,3679,530,24
20,3/20/20,3988,623,45
21,3/21/20,2603,663,41
22,3/22/20,2547,687,48
23,3/23/20,3508,1020,83
24,3/24/20,4393,1136,94
25,3/25/20,4740,1249,121
26,3/26/20,4931,1387,185
27,3/27/20,4993,1340,210
28,3/28/20,3384,1269,268
29,3/29/20,3437,1351,284
30,3/30/20,6015,1633,314
31,3/31/20,5169,1479,368
32,4/1/20,5028,1452,419
33,4/2/20,5646,1605,458
34,4/3/20,5519,1587,466
35,4/4/20,3752,1343,474
36,4/5/20,3617,1338,533
37,4/6/20,6213,1679,550
38,4/7/20,5926,1507,577
39,4/8/20,5408,1417,523
40,4/9/20,4874,1289,521
41,4/10/20,4241,1213,503
42,4/11/20,3567,992,510
43,4/12/20,2718,923,530
44,4/13/20,3210,1096,535
45,4/14/20,4057,962,484
46,4/15/20,3800,847,429
47,4/16/20,3455,686,384
48,4/17/20,3501,717,352
49,4/18/20,2081,518,350
50,4/19/20,2285,471,356
51,4/20/20,3714,533,327
52,4/21/20,3006,517,289
53,4/22/20,3423,430,289
54,4/23/20,2786,365,290
55,4/24/20,2401,356,275
56,4/25/20,1518,269,222
57,4/26/20,997,246,214
58,4/27/20,2237,318,219
59,4/28/20,2654,300,185
60,4/29/20,2282,270,178
61,4/30/20,1958,190,169
62,5/1/20,1746,242,147
63,5/2/20,1009,181,131
64,5/3/20,728,164,113
65,5/4/20,1423,173,82
66,5/5/20,1270,128,70
67,5/6/20,1035,66,54
68,5/7/20,505,19,8
69,5/8/20,11,0,0
