,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,3/1/20,1,,
1,3/3/20,2,7.0,
2,3/4/20,5,8.0,
3,3/5/20,3,13.0,
4,3/6/20,7,13.0,
5,3/7/20,7,10.0,
6,3/8/20,21,14.0,
7,3/9/20,57,36.0,
8,3/10/20,70,46.0,
9,3/11/20,153,70.0,1.0
10,3/12/20,355,74.0,1.0
11,3/13/20,618,135.0,
12,3/14/20,642,152.0,2.0
13,3/15/20,1028,187.0,6.0
14,3/16/20,2116,299.0,9.0
15,3/17/20,2447,339.0,7.0
16,3/18/20,2949,440.0,21.0
17,3/19/20,3678,532.0,24.0
18,3/20/20,3985,623.0,45.0
19,3/21/20,2600,662.0,41.0
20,3/22/20,2544,690.0,48.0
21,3/23/20,3502,1023.0,83.0
22,3/24/20,4390,1136.0,94.0
23,3/25/20,4734,1252.0,121.0
24,3/26/20,4926,1385.0,185.0
25,3/27/20,4989,1343.0,209.0
26,3/28/20,3385,1271.0,265.0
27,3/29/20,3437,1351.0,282.0
28,3/30/20,6015,1637.0,313.0
29,3/31/20,5168,1480.0,369.0
30,4/1/20,5025,1451.0,419.0
31,4/2/20,5645,1605.0,456.0
32,4/3/20,5516,1592.0,464.0
33,4/4/20,3752,1345.0,477.0
34,4/5/20,3614,1342.0,533.0
35,4/6/20,6206,1682.0,549.0
36,4/7/20,5919,1511.0,575.0
37,4/8/20,5404,1421.0,519.0
38,4/9/20,4866,1289.0,520.0
39,4/10/20,4241,1216.0,499.0
40,4/11/20,3566,994.0,508.0
41,4/12/20,2716,926.0,527.0
42,4/13/20,3210,1099.0,527.0
43,4/14/20,4055,968.0,482.0
44,4/15/20,3797,852.0,425.0
45,4/16/20,3453,690.0,381.0
46,4/17/20,3499,719.0,347.0
47,4/18/20,2079,522.0,348.0
48,4/19/20,2282,473.0,349.0
49,4/20/20,3714,538.0,324.0
50,4/21/20,3002,526.0,285.0
51,4/22/20,3414,432.0,284.0
52,4/23/20,2787,368.0,284.0
53,4/24/20,2398,356.0,272.0
54,4/25/20,1514,270.0,211.0
55,4/26/20,990,245.0,208.0
56,4/27/20,2230,314.0,215.0
57,4/28/20,2641,287.0,178.0
58,4/29/20,2264,212.0,157.0
59,4/30/20,1922,154.0,141.0
60,5/1/20,1681,198.0,127.0
61,5/2/20,989,136.0,114.0
62,5/3/20,630,117.0,86.0
63,5/4/20,1137,73.0,56.0
64,5/5/20,699,19.0,30.0
65,5/6/20,11,,2.0
