,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,3/3/20,2,7.0,
1,3/4/20,5,8.0,
2,3/5/20,3,13.0,
3,3/6/20,7,12.0,
4,3/7/20,7,10.0,
5,3/8/20,21,14.0,
6,3/9/20,57,36.0,
7,3/10/20,70,46.0,
8,3/11/20,153,70.0,1.0
9,3/12/20,355,73.0,1.0
10,3/13/20,618,135.0,
11,3/14/20,642,152.0,2.0
12,3/15/20,1027,186.0,6.0
13,3/16/20,2114,299.0,9.0
14,3/17/20,2446,339.0,7.0
15,3/18/20,2948,439.0,21.0
16,3/19/20,3676,533.0,24.0
17,3/20/20,3982,621.0,45.0
18,3/21/20,2600,664.0,41.0
19,3/22/20,2545,691.0,48.0
20,3/23/20,3494,1022.0,83.0
21,3/24/20,4388,1135.0,93.0
22,3/25/20,4731,1253.0,121.0
23,3/26/20,4920,1387.0,185.0
24,3/27/20,4987,1342.0,209.0
25,3/28/20,3385,1273.0,265.0
26,3/29/20,3434,1351.0,282.0
27,3/30/20,6002,1636.0,313.0
28,3/31/20,5164,1480.0,367.0
29,4/1/20,5018,1449.0,418.0
30,4/2/20,5636,1602.0,455.0
31,4/3/20,5509,1591.0,462.0
32,4/4/20,3747,1346.0,472.0
33,4/5/20,3609,1338.0,530.0
34,4/6/20,6206,1682.0,546.0
35,4/7/20,5911,1512.0,570.0
36,4/8/20,5400,1419.0,513.0
37,4/9/20,4862,1291.0,518.0
38,4/10/20,4227,1220.0,494.0
39,4/11/20,3557,992.0,492.0
40,4/12/20,2706,928.0,519.0
41,4/13/20,3204,1098.0,514.0
42,4/14/20,4050,968.0,470.0
43,4/15/20,3790,853.0,415.0
44,4/16/20,3439,688.0,373.0
45,4/17/20,3490,721.0,336.0
46,4/18/20,2078,518.0,337.0
47,4/19/20,2283,475.0,329.0
48,4/20/20,3690,534.0,309.0
49,4/21/20,2980,527.0,264.0
50,4/22/20,3394,435.0,268.0
51,4/23/20,2711,365.0,268.0
52,4/24/20,2336,350.0,233.0
53,4/25/20,1258,267.0,187.0
54,4/26/20,960,239.0,183.0
55,4/27/20,2129,308.0,164.0
56,4/28/20,2392,258.0,115.0
57,4/29/20,1843,80.0,77.0
58,4/30/20,673,13.0,41.0
59,5/1/20,8,,4.0
