,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,2/29/20,1,6,0
1,3/1/20,1,0,0
2,3/2/20,0,10,0
3,3/3/20,2,7,0
4,3/4/20,5,8,0
5,3/5/20,3,13,0
6,3/6/20,7,13,0
7,3/7/20,7,10,0
8,3/8/20,21,14,0
9,3/9/20,57,36,0
10,3/10/20,70,46,0
11,3/11/20,153,70,1
12,3/12/20,355,74,1
13,3/13/20,618,135,0
14,3/14/20,642,152,2
15,3/15/20,1028,187,6
16,3/16/20,2116,300,9
17,3/17/20,2447,339,7
18,3/18/20,2950,440,21
19,3/19/20,3678,532,24
20,3/20/20,3985,623,45
21,3/21/20,2600,664,41
22,3/22/20,2545,688,48
23,3/23/20,3505,1023,83
24,3/24/20,4390,1136,94
25,3/25/20,4734,1252,121
26,3/26/20,4924,1386,185
27,3/27/20,4991,1343,209
28,3/28/20,3386,1270,265
29,3/29/20,3437,1351,282
30,3/30/20,6015,1636,313
31,3/31/20,5170,1481,369
32,4/1/20,5026,1451,419
33,4/2/20,5645,1606,456
34,4/3/20,5518,1592,464
35,4/4/20,3752,1345,478
36,4/5/20,3616,1342,534
37,4/6/20,6212,1682,549
38,4/7/20,5924,1512,577
39,4/8/20,5406,1421,522
40,4/9/20,4871,1291,521
41,4/10/20,4240,1216,503
42,4/11/20,3565,993,509
43,4/12/20,2717,927,529
44,4/13/20,3211,1099,531
45,4/14/20,4055,968,483
46,4/15/20,3800,852,427
47,4/16/20,3453,688,383
48,4/17/20,3500,720,349
49,4/18/20,2080,522,349
50,4/19/20,2285,475,353
51,4/20/20,3714,538,325
52,4/21/20,3005,527,287
53,4/22/20,3419,433,287
54,4/23/20,2786,369,289
55,4/24/20,2399,353,275
56,4/25/20,1516,273,217
57,4/26/20,997,247,214
58,4/27/20,2237,315,218
59,4/28/20,2652,291,185
60,4/29/20,2282,211,171
61,4/30/20,1949,152,162
62,5/1/20,1708,202,144
63,5/2/20,1003,145,126
64,5/3/20,721,131,106
65,5/4/20,1279,125,76
66,5/5/20,1083,55,60
67,5/6/20,604,12,47
68,5/7/20,6,0,3
