,report_date,fips,locality,vdh_health_district,total_cases,hospitalizations,deaths
0,2020-07-23T00:00:00.000,51001,Accomack,Eastern Shore,1059,76,15
1,2020-07-23T00:00:00.000,51003,Albemarle,Thomas Jefferson,671,50,10
2,2020-07-23T00:00:00.000,51005,Alleghany,Alleghany,56,5,2
3,2020-07-23T00:00:00.000,51007,Amelia,Piedmont,61,13,1
4,2020-07-23T00:00:00.000,51009,Amherst,Central Virginia,67,3,0
5,2020-07-23T00:00:00.000,51011,Appomattox,Central Virginia,55,2,0
6,2020-07-23T00:00:00.000,51013,Arlington,Arlington,2776,431,135
7,2020-07-23T00:00:00.000,51015,Augusta,Central Shenandoah,233,8,2
8,2020-07-23T00:00:00.000,51017,Bath,Central Shenandoah,3,0,0
9,2020-07-23T00:00:00.000,51019,Bedford,Central Virginia,212,4,4
10,2020-07-23T00:00:00.000,51021,Bland,Mount Rogers,7,0,0
11,2020-07-23T00:00:00.000,51023,Botetourt,Alleghany,168,13,4
12,2020-07-23T00:00:00.000,51025,Brunswick,Southside,163,23,1
13,2020-07-23T00:00:00.000,51027,Buchanan,Cumberland Plateau,62,2,0
14,2020-07-23T00:00:00.000,51029,Buckingham,Piedmont,590,23,6
15,2020-07-23T00:00:00.000,51031,Campbell,Central Virginia,89,3,1
16,2020-07-23T00:00:00.000,51033,Caroline,Rappahannock,167,21,4
17,2020-07-23T00:00:00.000,51035,Carroll,Mount Rogers,284,25,10
18,2020-07-23T00:00:00.000,51036,Charles City,Chickahominy,45,15,3
19,2020-07-23T00:00:00.000,51037,Charlotte,Piedmont,43,5,0
20,2020-07-23T00:00:00.000,51041,Chesterfield,Chesterfield,3609,195,65
21,2020-07-23T00:00:00.000,51043,Clarke,Lord Fairfax,62,7,0
22,2020-07-23T00:00:00.000,51045,Craig,Alleghany,11,1,0
23,2020-07-23T00:00:00.000,51047,Culpeper,Rappahannock Rapidan,915,72,12
24,2020-07-23T00:00:00.000,51049,Cumberland,Piedmont,60,4,0
25,2020-07-23T00:00:00.000,51051,Dickenson,Cumberland Plateau,11,0,0
26,2020-07-23T00:00:00.000,51053,Dinwiddie,Crater,172,30,2
27,2020-07-23T00:00:00.000,51057,Essex,Three Rivers,72,5,0
28,2020-07-23T00:00:00.000,51059,Fairfax,Fairfax,15126,1797,511
29,2020-07-23T00:00:00.000,51061,Fauquier,Rappahannock Rapidan,551,33,8
30,2020-07-23T00:00:00.000,51063,Floyd,New River,26,2,1
31,2020-07-23T00:00:00.000,51065,Fluvanna,Thomas Jefferson,154,29,8
32,2020-07-23T00:00:00.000,51067,Franklin County,West Piedmont,132,8,1
33,2020-07-23T00:00:00.000,51069,Frederick,Lord Fairfax,614,46,7
34,2020-07-23T00:00:00.000,51071,Giles,New River,18,1,0
35,2020-07-23T00:00:00.000,51073,Gloucester,Three Rivers,115,12,1
36,2020-07-23T00:00:00.000,51075,Goochland,Chickahominy,143,24,6
37,2020-07-23T00:00:00.000,51077,Grayson,Mount Rogers,110,6,4
38,2020-07-23T00:00:00.000,51079,Greene,Thomas Jefferson,108,7,2
39,2020-07-23T00:00:00.000,51081,Greensville,Crater,394,23,9
40,2020-07-23T00:00:00.000,51083,Halifax,Southside,110,5,1
41,2020-07-23T00:00:00.000,51085,Hanover,Chickahominy,539,71,30
42,2020-07-23T00:00:00.000,51087,Henrico,Henrico,3139,300,177
43,2020-07-23T00:00:00.000,51089,Henry,West Piedmont,422,42,5
44,2020-07-23T00:00:00.000,51091,Highland,Central Shenandoah,3,0,0
45,2020-07-23T00:00:00.000,51093,Isle of Wight,Western Tidewater,294,19,9
46,2020-07-23T00:00:00.000,51095,James City,Peninsula,471,59,16
47,2020-07-23T00:00:00.000,51097,King and Queen,Three Rivers,32,4,1
48,2020-07-23T00:00:00.000,51099,King George,Rappahannock,111,15,4
49,2020-07-23T00:00:00.000,51101,King William,Three Rivers,67,7,2
50,2020-07-23T00:00:00.000,51103,Lancaster,Three Rivers,24,1,0
51,2020-07-23T00:00:00.000,51105,Lee,Lenowisco,58,4,0
52,2020-07-23T00:00:00.000,51107,Loudoun,Loudoun,4758,325,106
53,2020-07-23T00:00:00.000,51109,Louisa,Thomas Jefferson,157,21,2
54,2020-07-23T00:00:00.000,51111,Lunenburg,Piedmont,45,4,0
55,2020-07-23T00:00:00.000,51113,Madison,Rappahannock Rapidan,51,5,1
56,2020-07-23T00:00:00.000,51115,Mathews,Three Rivers,9,2,0
57,2020-07-23T00:00:00.000,51117,Mecklenburg,Southside,286,34,30
58,2020-07-23T00:00:00.000,51119,Middlesex,Three Rivers,21,2,1
59,2020-07-23T00:00:00.000,51121,Montgomery,New River,232,13,3
60,2020-07-23T00:00:00.000,51125,Nelson,Thomas Jefferson,30,0,0
61,2020-07-23T00:00:00.000,51127,New Kent,Chickahominy,99,8,1
62,2020-07-23T00:00:00.000,51131,Northampton,Eastern Shore,289,44,28
63,2020-07-23T00:00:00.000,51133,Northumberland,Three Rivers,55,3,1
64,2020-07-23T00:00:00.000,51135,Nottoway,Piedmont,157,40,6
65,2020-07-23T00:00:00.000,51137,Orange,Rappahannock Rapidan,188,15,3
66,2020-07-23T00:00:00.000,51139,Page,Lord Fairfax,326,35,24
67,2020-07-23T00:00:00.000,51141,Patrick,West Piedmont,67,14,3
68,2020-07-23T00:00:00.000,51143,Pittsylvania,Pittsylvania-Danville,253,24,2
69,2020-07-23T00:00:00.000,51145,Powhatan,Chesterfield,108,8,3
70,2020-07-23T00:00:00.000,51147,Prince Edward,Piedmont,242,27,6
71,2020-07-23T00:00:00.000,51149,Prince George,Crater,298,13,2
72,2020-07-23T00:00:00.000,51153,Prince William,Prince William,8321,758,165
73,2020-07-23T00:00:00.000,51155,Pulaski,New River,62,8,2
74,2020-07-23T00:00:00.000,51157,Rappahannock,Rappahannock Rapidan,36,4,1
75,2020-07-23T00:00:00.000,51159,Richmond County,Three Rivers,318,13,4
76,2020-07-23T00:00:00.000,51161,Roanoke County,Alleghany,383,13,6
77,2020-07-23T00:00:00.000,51163,Rockbridge,Central Shenandoah,51,0,0
78,2020-07-23T00:00:00.000,51165,Rockingham,Central Shenandoah,838,91,16
79,2020-07-23T00:00:00.000,51167,Russell,Cumberland Plateau,36,7,0
80,2020-07-23T00:00:00.000,51169,Scott,Lenowisco,30,4,2
81,2020-07-23T00:00:00.000,51171,Shenandoah,Lord Fairfax,649,70,40
82,2020-07-23T00:00:00.000,51173,Smyth,Mount Rogers,75,6,1
83,2020-07-23T00:00:00.000,51175,Southampton,Western Tidewater,210,11,11
84,2020-07-23T00:00:00.000,51177,Spotsylvania,Rappahannock,1212,87,33
85,2020-07-23T00:00:00.000,51179,Stafford,Rappahannock,1163,111,7
86,2020-07-23T00:00:00.000,51181,Surry,Crater,31,4,1
87,2020-07-23T00:00:00.000,51183,Sussex,Crater,245,19,7
88,2020-07-23T00:00:00.000,51185,Tazewell,Cumberland Plateau,55,1,0
89,2020-07-23T00:00:00.000,51187,Warren,Lord Fairfax,339,22,7
90,2020-07-23T00:00:00.000,51191,Washington,Mount Rogers,119,16,4
91,2020-07-23T00:00:00.000,51193,Westmoreland,Three Rivers,187,14,2
92,2020-07-23T00:00:00.000,51195,Wise,Lenowisco,61,13,3
93,2020-07-23T00:00:00.000,51197,Wythe,Mount Rogers,83,9,2
94,2020-07-23T00:00:00.000,51199,York,Peninsula,243,14,3
95,2020-07-23T00:00:00.000,51510,Alexandria,Alexandria,2639,256,56
96,2020-07-23T00:00:00.000,51520,Bristol,Mount Rogers,31,2,0
97,2020-07-23T00:00:00.000,51530,Buena Vista City,Central Shenandoah,37,2,0
98,2020-07-23T00:00:00.000,51540,Charlottesville,Thomas Jefferson,385,22,8
99,2020-07-23T00:00:00.000,51550,Chesapeake,Chesapeake,1867,179,24
100,2020-07-23T00:00:00.000,51570,Colonial Heights,Chesterfield,168,22,20
101,2020-07-23T00:00:00.000,51580,Covington,Alleghany,7,0,0
102,2020-07-23T00:00:00.000,51590,Danville,Pittsylvania-Danville,229,33,3
103,2020-07-23T00:00:00.000,51595,Emporia,Crater,156,24,15
104,2020-07-23T00:00:00.000,51600,Fairfax City,Fairfax,74,9,7
105,2020-07-23T00:00:00.000,51610,Falls Church,Fairfax,55,10,6
106,2020-07-23T00:00:00.000,51620,Franklin City,Western Tidewater,97,7,4
107,2020-07-23T00:00:00.000,51630,Fredericksburg,Rappahannock,308,31,1
108,2020-07-23T00:00:00.000,51640,Galax,Mount Rogers,306,34,16
109,2020-07-23T00:00:00.000,51650,Hampton,Hampton,786,46,4
110,2020-07-23T00:00:00.000,51660,Harrisonburg,Central Shenandoah,1015,79,29
111,2020-07-23T00:00:00.000,51670,Hopewell,Crater,238,22,5
112,2020-07-23T00:00:00.000,51678,Lexington,Central Shenandoah,26,1,0
113,2020-07-23T00:00:00.000,51680,Lynchburg,Central Virginia,295,6,1
114,2020-07-23T00:00:00.000,51683,Manassas City,Prince William,1553,117,20
115,2020-07-23T00:00:00.000,51685,Manassas Park,Prince William,479,49,7
116,2020-07-23T00:00:00.000,51690,Martinsville,West Piedmont,147,21,1
117,2020-07-23T00:00:00.000,51700,Newport News,Peninsula,1308,69,14
118,2020-07-23T00:00:00.000,51710,Norfolk,Norfolk,2489,152,20
119,2020-07-23T00:00:00.000,51720,Norton,Lenowisco,8,2,0
120,2020-07-23T00:00:00.000,51730,Petersburg,Crater,380,57,9
121,2020-07-23T00:00:00.000,51735,Poquoson,Peninsula,30,2,0
122,2020-07-23T00:00:00.000,51740,Portsmouth,Portsmouth,1115,107,21
123,2020-07-23T00:00:00.000,51750,Radford,New River,21,1,0
124,2020-07-23T00:00:00.000,51760,Richmond City,Richmond,2670,263,35
125,2020-07-23T00:00:00.000,51770,Roanoke City,Roanoke,684,15,10
126,2020-07-23T00:00:00.000,51775,Salem,Alleghany,117,5,3
127,2020-07-23T00:00:00.000,51790,Staunton,Central Shenandoah,124,8,0
128,2020-07-23T00:00:00.000,51800,Suffolk,Western Tidewater,826,80,45
129,2020-07-23T00:00:00.000,51810,Virginia Beach,Virginia Beach,3030,174,39
130,2020-07-23T00:00:00.000,51820,Waynesboro,Central Shenandoah,154,8,2
131,2020-07-23T00:00:00.000,51830,Williamsburg,Peninsula,99,12,6
132,2020-07-23T00:00:00.000,51840,Winchester,Lord Fairfax,382,27,4
133,2020-07-22T00:00:00.000,51001,Accomack,Eastern Shore,1057,76,15
134,2020-07-22T00:00:00.000,51003,Albemarle,Thomas Jefferson,647,46,10
135,2020-07-22T00:00:00.000,51005,Alleghany,Alleghany,56,5,2
136,2020-07-22T00:00:00.000,51007,Amelia,Piedmont,60,13,1
137,2020-07-22T00:00:00.000,51009,Amherst,Central Virginia,66,3,0
138,2020-07-22T00:00:00.000,51011,Appomattox,Central Virginia,55,2,0
139,2020-07-22T00:00:00.000,51013,Arlington,Arlington,2763,431,135
140,2020-07-22T00:00:00.000,51015,Augusta,Central Shenandoah,230,8,2
141,2020-07-22T00:00:00.000,51017,Bath,Central Shenandoah,2,0,0
142,2020-07-22T00:00:00.000,51019,Bedford,Central Virginia,207,4,4
143,2020-07-22T00:00:00.000,51021,Bland,Mount Rogers,7,0,0
144,2020-07-22T00:00:00.000,51023,Botetourt,Alleghany,166,13,4
145,2020-07-22T00:00:00.000,51025,Brunswick,Southside,162,23,1
146,2020-07-22T00:00:00.000,51027,Buchanan,Cumberland Plateau,61,2,0
147,2020-07-22T00:00:00.000,51029,Buckingham,Piedmont,587,22,6
148,2020-07-22T00:00:00.000,51031,Campbell,Central Virginia,89,3,1
149,2020-07-22T00:00:00.000,51033,Caroline,Rappahannock,163,19,4
150,2020-07-22T00:00:00.000,51035,Carroll,Mount Rogers,281,25,10
151,2020-07-22T00:00:00.000,51036,Charles City,Chickahominy,45,15,3
152,2020-07-22T00:00:00.000,51037,Charlotte,Piedmont,42,5,0
153,2020-07-22T00:00:00.000,51041,Chesterfield,Chesterfield,3564,188,65
154,2020-07-22T00:00:00.000,51043,Clarke,Lord Fairfax,64,7,0
155,2020-07-22T00:00:00.000,51045,Craig,Alleghany,11,1,0
156,2020-07-22T00:00:00.000,51047,Culpeper,Rappahannock Rapidan,912,71,12
157,2020-07-22T00:00:00.000,51049,Cumberland,Piedmont,60,4,0
158,2020-07-22T00:00:00.000,51051,Dickenson,Cumberland Plateau,10,0,0
159,2020-07-22T00:00:00.000,51053,Dinwiddie,Crater,172,30,2
160,2020-07-22T00:00:00.000,51057,Essex,Three Rivers,72,5,0
161,2020-07-22T00:00:00.000,51059,Fairfax,Fairfax,15078,1793,510
162,2020-07-22T00:00:00.000,51061,Fauquier,Rappahannock Rapidan,545,32,8
163,2020-07-22T00:00:00.000,51063,Floyd,New River,27,2,1
164,2020-07-22T00:00:00.000,51065,Fluvanna,Thomas Jefferson,151,29,8
165,2020-07-22T00:00:00.000,51067,Franklin County,West Piedmont,132,8,1
166,2020-07-22T00:00:00.000,51069,Frederick,Lord Fairfax,607,46,7
167,2020-07-22T00:00:00.000,51071,Giles,New River,18,1,0
168,2020-07-22T00:00:00.000,51073,Gloucester,Three Rivers,112,11,1
169,2020-07-22T00:00:00.000,51075,Goochland,Chickahominy,142,24,6
170,2020-07-22T00:00:00.000,51077,Grayson,Mount Rogers,107,6,4
171,2020-07-22T00:00:00.000,51079,Greene,Thomas Jefferson,105,7,2
172,2020-07-22T00:00:00.000,51081,Greensville,Crater,390,23,9
173,2020-07-22T00:00:00.000,51083,Halifax,Southside,109,5,1
174,2020-07-22T00:00:00.000,51085,Hanover,Chickahominy,531,70,30
175,2020-07-22T00:00:00.000,51087,Henrico,Henrico,3112,295,177
176,2020-07-22T00:00:00.000,51089,Henry,West Piedmont,413,42,5
177,2020-07-22T00:00:00.000,51091,Highland,Central Shenandoah,3,0,0
178,2020-07-22T00:00:00.000,51093,Isle of Wight,Western Tidewater,288,19,9
179,2020-07-22T00:00:00.000,51095,James City,Peninsula,464,59,16
180,2020-07-22T00:00:00.000,51097,King and Queen,Three Rivers,32,4,1
181,2020-07-22T00:00:00.000,51099,King George,Rappahannock,110,15,4
182,2020-07-22T00:00:00.000,51101,King William,Three Rivers,67,7,2
183,2020-07-22T00:00:00.000,51103,Lancaster,Three Rivers,23,1,0
184,2020-07-22T00:00:00.000,51105,Lee,Lenowisco,52,3,0
185,2020-07-22T00:00:00.000,51107,Loudoun,Loudoun,4738,324,106
186,2020-07-22T00:00:00.000,51109,Louisa,Thomas Jefferson,155,21,2
187,2020-07-22T00:00:00.000,51111,Lunenburg,Piedmont,44,4,0
188,2020-07-22T00:00:00.000,51113,Madison,Rappahannock Rapidan,52,5,1
189,2020-07-22T00:00:00.000,51115,Mathews,Three Rivers,9,2,0
190,2020-07-22T00:00:00.000,51117,Mecklenburg,Southside,283,32,30
191,2020-07-22T00:00:00.000,51119,Middlesex,Three Rivers,21,2,1
192,2020-07-22T00:00:00.000,51121,Montgomery,New River,224,13,3
193,2020-07-22T00:00:00.000,51125,Nelson,Thomas Jefferson,29,0,0
194,2020-07-22T00:00:00.000,51127,New Kent,Chickahominy,98,8,1
195,2020-07-22T00:00:00.000,51131,Northampton,Eastern Shore,285,44,28
196,2020-07-22T00:00:00.000,51133,Northumberland,Three Rivers,55,2,1
197,2020-07-22T00:00:00.000,51135,Nottoway,Piedmont,157,40,6
198,2020-07-22T00:00:00.000,51137,Orange,Rappahannock Rapidan,187,16,3
199,2020-07-22T00:00:00.000,51139,Page,Lord Fairfax,324,32,23
200,2020-07-22T00:00:00.000,51141,Patrick,West Piedmont,67,14,2
201,2020-07-22T00:00:00.000,51143,Pittsylvania,Pittsylvania-Danville,248,24,2
202,2020-07-22T00:00:00.000,51145,Powhatan,Chesterfield,105,8,3
203,2020-07-22T00:00:00.000,51147,Prince Edward,Piedmont,242,27,6
204,2020-07-22T00:00:00.000,51149,Prince George,Crater,293,13,2
205,2020-07-22T00:00:00.000,51153,Prince William,Prince William,8265,743,165
206,2020-07-22T00:00:00.000,51155,Pulaski,New River,61,8,2
207,2020-07-22T00:00:00.000,51157,Rappahannock,Rappahannock Rapidan,36,4,1
208,2020-07-22T00:00:00.000,51159,Richmond County,Three Rivers,319,13,4
209,2020-07-22T00:00:00.000,51161,Roanoke County,Alleghany,377,13,6
210,2020-07-22T00:00:00.000,51163,Rockbridge,Central Shenandoah,51,0,0
211,2020-07-22T00:00:00.000,51165,Rockingham,Central Shenandoah,836,89,16
212,2020-07-22T00:00:00.000,51167,Russell,Cumberland Plateau,35,7,0
