Event Date,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
5/7/2020,Confirmed,16,3,8
5/6/2020,Confirmed,37,11,13
5/6/2020,Probable,3,0,1
5/5/2020,Confirmed,167,17,27
5/5/2020,Probable,5,0,0
5/4/2020,Confirmed,539,43,15
5/4/2020,Probable,8,0,0
5/3/2020,Confirmed,333,38,15
5/3/2020,Probable,5,0,1
5/2/2020,Confirmed,350,39,22
5/2/2020,Probable,10,2,1
5/1/2020,Confirmed,638,52,15
5/1/2020,Probable,28,0,0
4/30/2020,Confirmed,649,54,29
4/30/2020,Probable,25,0,0
4/29/2020,Confirmed,680,53,19
4/29/2020,Probable,16,0,1
4/28/2020,Confirmed,659,64,25
4/28/2020,Probable,26,0,0
4/27/2020,Confirmed,690,66,20
4/27/2020,Probable,24,2,0
4/26/2020,Confirmed,487,46,24
4/26/2020,Probable,17,0,3
4/25/2020,Confirmed,489,49,20
4/25/2020,Probable,38,1,3
4/24/2020,Confirmed,727,65,24
4/24/2020,Probable,44,0,1
4/23/2020,Confirmed,655,51,18
4/23/2020,Probable,35,0,2
4/22/2020,Confirmed,655,59,24
4/22/2020,Probable,39,0,0
4/21/2020,Confirmed,618,82,26
4/21/2020,Probable,24,2,2
4/20/2020,Confirmed,737,73,16
4/20/2020,Probable,52,1,2
4/19/2020,Confirmed,399,51,33
4/19/2020,Probable,28,1,0
4/18/2020,Confirmed,386,59,19
4/18/2020,Probable,19,1,0
4/17/2020,Confirmed,612,56,28
4/17/2020,Probable,38,0,1
4/16/2020,Confirmed,559,68,30
4/16/2020,Probable,16,0,0
4/15/2020,Confirmed,462,71,22
4/15/2020,Probable,20,0,0
4/14/2020,Confirmed,553,56,23
4/14/2020,Probable,29,0,1
4/13/2020,Confirmed,578,83,24
4/13/2020,Probable,39,2,1
4/12/2020,Confirmed,366,64,20
4/12/2020,Probable,34,0,1
4/11/2020,Confirmed,333,45,15
4/11/2020,Probable,29,0,0
4/10/2020,Confirmed,517,60,18
4/10/2020,Probable,30,0,0
4/9/2020,Confirmed,394,71,13
4/9/2020,Probable,21,0,0
4/8/2020,Confirmed,418,54,10
4/8/2020,Probable,31,0,1
4/7/2020,Confirmed,395,58,14
4/7/2020,Probable,17,0,0
4/6/2020,Confirmed,434,79,16
4/6/2020,Probable,34,0,0
4/5/2020,Confirmed,273,58,10
4/5/2020,Probable,25,0,0
4/4/2020,Confirmed,279,57,8
4/4/2020,Probable,14,0,0
4/3/2020,Confirmed,312,58,11
4/3/2020,Probable,17,1,0
4/2/2020,Confirmed,294,54,9
4/2/2020,Probable,16,0,0
4/1/2020,Confirmed,291,70,10
4/1/2020,Probable,27,0,1
3/31/2020,Confirmed,276,46,10
3/31/2020,Probable,12,0,1
3/30/2020,Confirmed,369,64,6
3/30/2020,Probable,18,0,0
3/29/2020,Confirmed,178,64,7
3/29/2020,Probable,8,0,0
3/28/2020,Confirmed,213,61,8
3/28/2020,Probable,5,0,0
3/27/2020,Confirmed,236,55,9
3/27/2020,Probable,4,0,0
3/26/2020,Confirmed,242,49,3
3/26/2020,Probable,11,0,1
3/25/2020,Confirmed,239,54,4
3/25/2020,Probable,7,0,0
3/24/2020,Confirmed,226,52,3
3/24/2020,Probable,14,0,0
3/23/2020,Confirmed,242,40,1
3/23/2020,Probable,16,0,0
3/22/2020,Confirmed,161,22,4
3/22/2020,Probable,6,0,0
3/21/2020,Confirmed,170,28,4
3/21/2020,Probable,8,0,0
3/20/2020,Confirmed,200,19,1
3/20/2020,Probable,7,0,0
3/19/2020,Confirmed,180,17,0
3/19/2020,Probable,7,0,0
3/18/2020,Confirmed,200,15,0
3/18/2020,Probable,7,0,0
3/17/2020,Confirmed,175,13,0
3/17/2020,Probable,10,0,0
3/16/2020,Confirmed,185,11,0
3/16/2020,Probable,6,0,0
3/15/2020,Confirmed,110,9,1
3/15/2020,Probable,6,0,0
3/14/2020,Confirmed,134,6,1
3/14/2020,Probable,3,0,0
3/13/2020,Confirmed,107,6,0
3/13/2020,Probable,4,0,0
3/12/2020,Confirmed,95,5,0
3/12/2020,Probable,3,0,0
3/11/2020,Confirmed,72,4,0
3/11/2020,Probable,3,0,0
3/10/2020,Confirmed,57,2,0
3/10/2020,Probable,2,0,0
3/9/2020,Confirmed,46,3,0
3/9/2020,Probable,1,0,0
3/8/2020,Confirmed,20,0,0
3/8/2020,Probable,1,0,0
3/7/2020,Confirmed,21,1,0
3/7/2020,Probable,1,0,0
3/6/2020,Confirmed,25,1,0
3/5/2020,Confirmed,13,1,0
3/4/2020,Confirmed,19,0,0
3/3/2020,Confirmed,13,0,0
3/3/2020,Probable,1,0,0
3/2/2020,Confirmed,14,0,0
3/2/2020,Probable,2,0,0
3/1/2020,Confirmed,11,0,0
3/1/2020,Probable,1,0,0
2/29/2020,Confirmed,4,0,0
2/28/2020,Confirmed,5,0,0
2/27/2020,Confirmed,1,0,0
2/26/2020,Confirmed,4,1,0
2/26/2020,Probable,1,0,0
2/25/2020,Probable,1,0,0
2/24/2020,Confirmed,5,0,0
2/23/2020,Confirmed,2,0,0
2/23/2020,Probable,1,0,0
2/19/2020,Confirmed,1,0,0
2/18/2020,Confirmed,2,1,0
2/17/2020,Probable,1,0,0
2/16/2020,Confirmed,1,0,0
